tenure,MonthlyCharges,TotalCharges,Contract,InternetService
72,90.25,6369.45,Two year,DSL
15,100.15,1415,Month-to-month,Fiber optic
72,104.9,7559.55,Two year,Fiber optic
27,56.2,1567.55,One year,DSL
35,70.3,2416.55,Month-to-month,Fiber optic
9,101.5,906.85,Month-to-month,Fiber optic
1,19.55,19.55,Month-to-month,No
20,44.35,927.15,Month-to-month,DSL
65,19.35,1319.95,Two year,No
1,20.9,20.9,Month-to-month,No
7,20.05,164.85,Month-to-month,No
29,75.55,2054.4,Two year,DSL
46,30.3,1380.1,Month-to-month,DSL
1,49.5,49.5,Month-to-month,DSL
3,74.6,239.05,Month-to-month,Fiber optic
13,91.1,1135.7,Month-to-month,Fiber optic
7,20.05,96.8,One year,No
1,19.85,19.85,Month-to-month,No
16,20.15,341.35,Month-to-month,No
8,65.5,564.35,Two year,DSL
10,104.4,1081.45,Month-to-month,Fiber optic
29,100.55,2830.45,One year,Fiber optic
19,83.65,1465.75,Month-to-month,Fiber optic
72,113.1,8248.5,Two year,Fiber optic
3,99.0,287.4,Month-to-month,Fiber optic
44,24.85,1013.6,One year,No
42,105.2,4400.75,Month-to-month,Fiber optic
30,83.55,2570.2,Month-to-month,Fiber optic
51,81.0,4085.75,Month-to-month,Fiber optic
1,19.65,19.65,Month-to-month,No
23,20.0,445.3,One year,No
53,110.5,5835.5,One year,Fiber optic
24,98.75,2407.3,Month-to-month,Fiber optic
1,20.15,20.15,Month-to-month,No
61,98.3,6066.55,One year,Fiber optic
22,93.2,2157.3,Month-to-month,Fiber optic
5,91.4,449.75,Month-to-month,Fiber optic
39,49.8,1971.15,Two year,DSL
50,39.45,2021.35,Month-to-month,DSL
57,19.4,1061.6,One year,No
39,25.45,958.45,One year,No
11,96.2,1222.05,Month-to-month,Fiber optic
1,45.3,45.3,Month-to-month,DSL
56,109.6,5953,Month-to-month,Fiber optic
34,56.95,1889.5,One year,DSL
12,79.2,943.85,One year,DSL
1,90.75,90.75,Month-to-month,Fiber optic
19,19.7,386.5,One year,No
18,94.75,1691.9,Month-to-month,Fiber optic
36,54.1,1992.85,One year,DSL
11,60.25,662.95,Month-to-month,DSL
56,73.85,4092.85,Month-to-month,Fiber optic
51,77.5,3807.35,Month-to-month,Fiber optic
27,90.15,2423.4,Month-to-month,Fiber optic
1,70.9,70.9,Month-to-month,Fiber optic
4,46.0,181.6,Month-to-month,DSL
72,64.45,4641.1,Two year,DSL
52,50.5,2566.3,Month-to-month,DSL
15,25.4,399.6,Month-to-month,No
1,55.2,55.2,Month-to-month,DSL
63,79.85,4861.45,Two year,DSL
14,90.9,1259,Month-to-month,Fiber optic
23,88.45,2130.55,Month-to-month,Fiber optic
47,99.7,4747.2,Month-to-month,Fiber optic
72,109.2,7711.45,Two year,Fiber optic
48,83.45,3887.85,One year,DSL
11,35.8,363.15,Month-to-month,DSL
48,20.0,935.9,Two year,No
61,25.0,1501.75,Two year,No
34,69.15,2275.1,Month-to-month,Fiber optic
24,20.75,487.05,Two year,No
18,61.5,1087.45,One year,DSL
64,86.8,5327.25,Month-to-month,Fiber optic
59,88.75,5348.65,Month-to-month,Fiber optic
24,34.25,828.2,Month-to-month,DSL
0,25.35, ,Two year,No
60,25.0,1505.05,Two year,No
41,74.65,3090.65,Month-to-month,DSL
3,81.35,233.7,Month-to-month,Fiber optic
72,108.4,7719.5,Two year,Fiber optic
47,110.85,5275.8,One year,Fiber optic
21,75.3,1570.7,Month-to-month,Fiber optic
41,98.05,3990.6,Month-to-month,Fiber optic
6,82.85,460.25,Month-to-month,Fiber optic
17,21.1,385.55,Month-to-month,No
72,20.1,1460.85,Two year,No
13,52.1,670.65,Month-to-month,DSL
72,64.75,4804.75,Two year,DSL
15,103.45,1539.8,Month-to-month,Fiber optic
3,34.8,113.95,Month-to-month,DSL
46,74.8,3548.3,Month-to-month,Fiber optic
72,23.55,1723.95,Two year,No
15,56.15,931.9,One year,DSL
64,111.15,6953.4,Month-to-month,Fiber optic
67,84.8,5598.3,One year,Fiber optic
1,20.45,20.45,Month-to-month,No
51,75.2,3901.25,Two year,DSL
51,60.15,3077,One year,DSL
5,43.25,219,Month-to-month,DSL
4,25.3,116.95,Two year,No
35,69.15,2490.15,Two year,DSL
71,24.25,1732.95,Two year,No
13,81.9,1028.9,Month-to-month,Fiber optic
3,20.2,65.95,Month-to-month,No
30,19.05,637.55,Two year,No
20,73.65,1463.5,Month-to-month,Fiber optic
64,86.4,5442.05,Two year,DSL
59,18.4,1057.85,Two year,No
1,55.8,55.8,Month-to-month,DSL
57,93.75,5625.55,Two year,Fiber optic
66,50.55,3364.55,Two year,DSL
25,40.65,970.55,One year,DSL
10,29.5,255.25,Month-to-month,DSL
4,20.35,77.5,Month-to-month,No
72,92.0,6474.4,Two year,DSL
71,115.05,8016.6,Two year,Fiber optic
41,19.75,806.95,One year,No
9,19.6,197.4,Two year,No
1,50.9,50.9,Month-to-month,DSL
1,73.6,73.6,Month-to-month,Fiber optic
65,109.3,7337.55,Two year,Fiber optic
4,75.35,338.1,Month-to-month,Fiber optic
1,74.35,74.35,Month-to-month,Fiber optic
1,42.9,42.9,Month-to-month,DSL
7,20.65,155.9,Month-to-month,No
5,20.35,92.75,Month-to-month,No
12,53.65,696.35,One year,DSL
55,100.0,5509.3,One year,Fiber optic
54,45.2,2460.55,Two year,DSL
2,69.3,153.8,Month-to-month,Fiber optic
23,19.6,426.65,Two year,No
15,95.7,1451.1,Month-to-month,Fiber optic
2,49.6,114.7,Month-to-month,DSL
56,98.6,5581.05,Month-to-month,Fiber optic
65,105.05,6914.95,Month-to-month,Fiber optic
28,92.9,2768.35,One year,Fiber optic
1,25.2,25.2,Month-to-month,DSL
8,38.5,330.8,Month-to-month,DSL
23,68.75,1689.45,One year,DSL
17,65.75,1111.2,Month-to-month,DSL
30,70.4,2044.75,One year,DSL
67,105.6,7112.15,One year,Fiber optic
1,81.05,81.05,Month-to-month,Fiber optic
16,49.95,810.2,Month-to-month,DSL
1,19.85,19.85,Month-to-month,No
59,107.0,6152.3,One year,Fiber optic
20,90.8,1951,Month-to-month,Fiber optic
13,71.95,923.85,Month-to-month,DSL
28,89.95,2625.55,Month-to-month,Fiber optic
53,91.15,4862.5,One year,Fiber optic
7,20.0,137.6,Month-to-month,No
40,24.8,1024.7,Two year,No
68,24.15,1498.85,Two year,No
1,70.65,70.65,Month-to-month,Fiber optic
62,106.05,6703.5,One year,Fiber optic
28,91.25,2483.65,One year,Fiber optic
62,89.1,5618.3,Month-to-month,Fiber optic
21,45.65,985.05,Month-to-month,DSL
41,101.1,4016.2,One year,Fiber optic
6,69.8,377.85,Month-to-month,Fiber optic
49,90.05,4547.25,Month-to-month,Fiber optic
67,109.4,7281.6,One year,Fiber optic
45,100.3,4483.95,One year,Fiber optic
59,19.3,1192.7,Two year,No
1,91.7,91.7,Month-to-month,Fiber optic
72,104.9,7537.5,One year,Fiber optic
67,20.8,1411.9,Two year,No
44,19.6,780.25,Month-to-month,No
1,44.0,44,Month-to-month,DSL
71,105.9,7521.95,One year,Fiber optic
5,71.45,371.6,Month-to-month,Fiber optic
66,110.6,7210.85,One year,Fiber optic
32,93.5,2970.8,Month-to-month,Fiber optic
52,63.25,3342.45,Two year,DSL
1,44.4,44.4,Month-to-month,DSL
18,20.05,358.5,Month-to-month,No
66,54.8,3465.7,One year,DSL
38,79.45,3013.05,Month-to-month,Fiber optic
15,101.9,1667.25,One year,Fiber optic
46,99.65,4630.2,Two year,Fiber optic
65,100.15,6643.5,One year,Fiber optic
68,25.8,1911.5,Two year,No
13,97.0,1334.45,Month-to-month,Fiber optic
10,98.5,1058.25,Month-to-month,Fiber optic
25,19.5,516.3,One year,No
10,25.7,251.6,Two year,No
72,25.85,1872.2,Two year,No
3,50.25,152.3,Month-to-month,DSL
2,54.4,114.1,Month-to-month,DSL
38,81.0,3084.9,Two year,DSL
62,107.6,6912.7,Two year,Fiber optic
11,75.2,775.3,Month-to-month,Fiber optic
3,80.1,217.55,Month-to-month,Fiber optic
49,51.8,2541.25,One year,DSL
17,19.45,369.05,Two year,No
8,20.7,137.6,Month-to-month,No
2,50.2,109.25,Month-to-month,DSL
3,88.35,262.05,Month-to-month,Fiber optic
9,84.45,762.5,Month-to-month,Fiber optic
70,24.25,1724.15,Two year,No
32,94.8,3131.55,One year,Fiber optic
22,75.0,1573.95,Month-to-month,Fiber optic
14,19.5,272,One year,No
2,90.0,190.05,Month-to-month,Fiber optic
68,25.25,1728.2,Two year,No
14,20.4,275.7,One year,No
2,91.15,168.5,Month-to-month,Fiber optic
2,79.75,164.5,Month-to-month,Fiber optic
48,97.05,4692.95,One year,Fiber optic
6,49.15,270.8,Month-to-month,DSL
43,103.0,4414.3,Month-to-month,Fiber optic
36,75.55,2680.15,One year,DSL
66,99.5,6710.5,Month-to-month,Fiber optic
58,92.85,5305.05,Month-to-month,Fiber optic
23,90.05,2169.8,Month-to-month,Fiber optic
1,101.45,101.45,Month-to-month,Fiber optic
15,20.1,302.45,One year,No
71,100.2,7209,Two year,Fiber optic
12,89.15,1057.55,Month-to-month,Fiber optic
1,45.05,45.05,Month-to-month,DSL
9,49.2,447.9,Month-to-month,DSL
30,21.25,711.9,Two year,No
35,101.4,3496.3,Month-to-month,Fiber optic
49,52.15,2583.75,Month-to-month,DSL
61,61.45,3751.15,Two year,DSL
70,64.55,4504.9,Two year,DSL
10,100.6,1060.2,Month-to-month,Fiber optic
72,26.1,1851.45,Two year,No
62,54.75,3425.35,One year,DSL
8,45.45,411.75,Month-to-month,DSL
2,79.95,174.45,Month-to-month,Fiber optic
49,103.7,5036.3,Month-to-month,Fiber optic
1,19.45,19.45,Month-to-month,No
25,95.7,2338.35,Month-to-month,Fiber optic
72,75.1,5336.35,Two year,DSL
39,50.65,1905.4,Month-to-month,DSL
3,69.15,235,Month-to-month,DSL
69,103.95,7446.9,Month-to-month,Fiber optic
16,19.75,294.9,Month-to-month,No
12,33.6,435.45,One year,DSL
71,66.85,4748.7,One year,DSL
12,19.4,198.1,Month-to-month,No
71,106.8,7623.2,Two year,Fiber optic
46,56.9,2560.1,One year,DSL
72,92.65,6733,Two year,DSL
22,76.0,1783.6,One year,Fiber optic
1,55.7,55.7,Month-to-month,DSL
72,116.4,8543.25,Two year,Fiber optic
41,25.25,996.45,Month-to-month,No
53,94.85,5000.2,One year,Fiber optic
62,101.15,6638.35,Two year,Fiber optic
2,96.0,174.8,Month-to-month,Fiber optic
69,93.3,6398.05,Two year,Fiber optic
4,45.3,196.95,Month-to-month,DSL
9,59.5,530.05,Month-to-month,DSL
63,71.5,4576.3,One year,DSL
5,47.15,223.15,Month-to-month,DSL
41,20.65,835.15,Two year,No
5,93.9,486.85,Month-to-month,Fiber optic
2,95.5,181.65,Month-to-month,Fiber optic
33,61.05,2018.4,Two year,DSL
1,19.2,19.2,Month-to-month,No
51,25.5,1281.25,Two year,No
8,101.35,780.5,Month-to-month,Fiber optic
7,73.75,545.15,Month-to-month,Fiber optic
5,104.1,541.9,Month-to-month,Fiber optic
1,80.15,80.15,Month-to-month,Fiber optic
19,44.85,893.55,One year,DSL
36,99.15,3615.6,Month-to-month,Fiber optic
68,54.45,3674.95,One year,DSL
39,99.75,4036,Month-to-month,Fiber optic
15,80.2,1217.25,Month-to-month,Fiber optic
72,21.0,1493.75,Two year,No
7,34.2,256.6,Month-to-month,DSL
71,24.45,1730.65,Two year,No
14,65.45,937.6,Month-to-month,DSL
22,20.45,471.55,Month-to-month,No
72,117.35,8436.25,Two year,Fiber optic
52,91.6,4627.8,Two year,Fiber optic
35,62.1,2096.1,Month-to-month,DSL
50,20.15,930.9,Two year,No
57,99.65,5497.05,Month-to-month,Fiber optic
67,112.35,7388.45,One year,Fiber optic
11,79.5,795.65,Month-to-month,Fiber optic
35,69.0,2441.7,One year,DSL
1,73.55,73.55,Month-to-month,Fiber optic
29,74.2,1993.25,Month-to-month,Fiber optic
32,20.55,654.55,One year,No
20,51.8,1023.85,Month-to-month,DSL
22,19.05,454.05,Month-to-month,No
26,74.95,1834.95,Month-to-month,Fiber optic
22,56.75,1304.85,Two year,DSL
70,25.15,1940.85,Two year,No
68,85.3,5560,Two year,DSL
17,90.95,1612.2,Month-to-month,Fiber optic
2,30.9,59.05,Month-to-month,DSL
55,19.7,1140.05,One year,No
38,104.85,3887.25,One year,Fiber optic
7,34.65,246.6,Month-to-month,DSL
5,85.75,470.95,Month-to-month,Fiber optic
41,98.8,3959.15,Two year,Fiber optic
11,64.9,716.1,Month-to-month,DSL
71,83.3,5894.5,Two year,DSL
31,73.55,2094.65,Month-to-month,Fiber optic
68,90.8,6302.85,Two year,DSL
72,98.2,7015.9,Two year,Fiber optic
24,64.35,1558.65,Two year,DSL
11,100.75,1129.75,Month-to-month,Fiber optic
2,62.15,113.1,Month-to-month,DSL
72,108.4,7767.25,Two year,Fiber optic
12,19.7,220.35,Month-to-month,No
32,83.7,2633.3,One year,DSL
1,73.0,73,Month-to-month,Fiber optic
12,21.15,306.05,Month-to-month,No
43,101.4,4528,Month-to-month,Fiber optic
12,21.05,262.05,Two year,No
26,54.55,1362.85,One year,DSL
1,70.25,70.25,Month-to-month,Fiber optic
11,23.15,245.2,Month-to-month,No
28,30.1,810.85,Month-to-month,DSL
66,80.55,5265.1,Two year,DSL
20,96.8,1826.7,Month-to-month,Fiber optic
62,104.3,6613.65,One year,Fiber optic
1,74.2,74.2,Month-to-month,Fiber optic
21,80.35,1747.2,Month-to-month,Fiber optic
1,24.45,24.45,Month-to-month,DSL
38,94.9,3616.25,Two year,Fiber optic
18,83.25,1611.15,Month-to-month,DSL
60,20.5,1198.8,Two year,No
70,90.25,6385.95,One year,Fiber optic
67,69.9,4615.9,Two year,DSL
5,25.9,135,Month-to-month,No
66,115.8,7942.15,One year,Fiber optic
72,25.4,1797.1,Two year,No
72,84.1,6129.65,Two year,DSL
3,20.05,75.45,Month-to-month,No
48,20.05,1036,Two year,No
7,74.9,541.15,Month-to-month,Fiber optic
2,90.35,190.5,Month-to-month,Fiber optic
52,103.05,5364.8,Month-to-month,Fiber optic
38,20.2,746.05,Two year,No
72,20.35,1354.4,Two year,No
9,74.55,622.9,Month-to-month,Fiber optic
57,19.5,1167.6,Two year,No
13,44.0,659.35,Month-to-month,DSL
40,106.0,4178.65,One year,Fiber optic
39,19.85,854.8,Two year,No
33,110.45,3655.45,Month-to-month,Fiber optic
48,24.0,1183.05,Two year,No
10,29.65,291.4,Month-to-month,DSL
11,76.4,838.7,Month-to-month,Fiber optic
47,26.9,1250.85,One year,No
1,78.95,78.95,Month-to-month,Fiber optic
52,89.25,4652.4,Two year,DSL
66,85.25,5538.35,Two year,DSL
11,78.1,864.85,Month-to-month,Fiber optic
46,80.0,3769.7,Month-to-month,Fiber optic
44,96.1,4364.1,Month-to-month,Fiber optic
71,105.1,7548.1,Month-to-month,Fiber optic
22,55.15,1206.05,Month-to-month,DSL
23,77.15,1759.4,Two year,DSL
52,104.2,5568.35,Month-to-month,Fiber optic
72,19.4,1363.25,Two year,No
40,84.85,3303.05,Month-to-month,Fiber optic
69,95.65,6744.2,One year,Fiber optic
29,98.65,2862.75,Month-to-month,Fiber optic
72,113.8,7845.8,Two year,Fiber optic
43,94.5,4156.8,Month-to-month,Fiber optic
67,26.3,1688.9,Two year,No
55,21.0,1210.3,Two year,No
71,24.5,1816.2,Two year,No
25,20.05,471.7,Month-to-month,No
1,20.95,20.95,Month-to-month,No
72,109.2,7878.3,Two year,Fiber optic
52,75.4,3865.45,One year,DSL
22,19.25,412.55,One year,No
68,76.75,5233.25,One year,DSL
10,70.1,659.65,Month-to-month,Fiber optic
10,100.25,1064.65,Month-to-month,Fiber optic
55,103.7,5656.75,One year,Fiber optic
56,24.9,1334,One year,No
46,110.2,4972.1,Month-to-month,Fiber optic
1,84.6,84.6,Month-to-month,Fiber optic
43,75.35,3161.4,Month-to-month,Fiber optic
39,105.65,4284.8,Month-to-month,Fiber optic
50,44.45,2188.45,One year,DSL
6,19.7,129.55,Month-to-month,No
45,24.45,1088.25,Two year,No
22,50.6,1073.3,Month-to-month,DSL
72,25.1,1857.85,Two year,No
7,100.4,715,Month-to-month,Fiber optic
1,19.75,19.75,Month-to-month,No
72,116.45,8013.55,Two year,Fiber optic
10,92.5,934.1,Month-to-month,Fiber optic
1,40.2,40.2,Month-to-month,DSL
48,69.55,3435.6,One year,DSL
26,19.6,471.85,One year,No
68,90.2,6297.65,Two year,Fiber optic
50,75.7,3876.2,One year,DSL
72,115.55,8312.4,Two year,Fiber optic
17,20.65,330.6,One year,No
66,107.35,7051.95,One year,Fiber optic
17,90.2,1454.15,Month-to-month,Fiber optic
20,64.15,1274.45,One year,DSL
28,103.3,2890.65,Month-to-month,Fiber optic
45,50.9,2298.55,Month-to-month,DSL
42,54.5,2301.15,Month-to-month,DSL
1,45.3,45.3,Month-to-month,DSL
24,75.4,1747.85,Month-to-month,Fiber optic
8,43.45,345.5,One year,DSL
12,33.15,444.75,One year,DSL
9,19.7,180.7,Month-to-month,No
43,80.45,3398.9,Month-to-month,Fiber optic
52,20.4,1090.65,One year,No
32,75.5,2324.7,Month-to-month,Fiber optic
1,69.1,69.1,Month-to-month,Fiber optic
72,117.6,8308.9,Two year,Fiber optic
6,85.35,489.45,Month-to-month,Fiber optic
62,48.7,3008.55,Two year,DSL
20,19.35,433.75,One year,No
34,90.05,3097,Month-to-month,Fiber optic
20,70.45,1470.95,Month-to-month,Fiber optic
51,49.65,2553.35,Month-to-month,DSL
72,20.25,1566.9,Two year,No
7,78.55,522.95,Month-to-month,Fiber optic
1,20.2,20.2,Month-to-month,No
8,54.65,482.25,Month-to-month,DSL
3,49.15,169.05,Month-to-month,DSL
31,80.45,2429.1,Month-to-month,Fiber optic
9,74.75,706.6,Month-to-month,Fiber optic
18,84.95,1443.65,Month-to-month,Fiber optic
52,85.35,4338.6,Month-to-month,Fiber optic
9,19.85,183.15,One year,No
69,19.3,1447.9,Two year,No
1,50.15,50.15,Month-to-month,DSL
33,24.5,740.3,Two year,No
16,20.6,330.25,Month-to-month,No
65,55.15,3673.15,Month-to-month,DSL
2,20.2,34.75,One year,No
13,96.85,1235.55,Month-to-month,Fiber optic
69,105.35,7240.65,Two year,Fiber optic
9,79.9,741.7,Month-to-month,Fiber optic
37,72.1,2658.4,One year,DSL
37,55.05,2030.75,Month-to-month,DSL
54,79.95,4362.05,Two year,Fiber optic
35,50.15,1655.35,Month-to-month,DSL
8,19.65,169.75,Month-to-month,No
54,20.5,1035.7,Two year,No
16,74.45,1261.35,Month-to-month,Fiber optic
11,64.9,697.25,One year,DSL
34,30.4,938.65,One year,DSL
9,44.95,431,Month-to-month,DSL
72,25.0,1849.2,Two year,No
17,51.5,900.5,Month-to-month,DSL
2,44.9,111.05,Month-to-month,DSL
41,89.2,3645.75,Month-to-month,Fiber optic
37,64.75,2345.2,Month-to-month,DSL
49,89.85,4287.2,One year,Fiber optic
53,74.1,3833.95,One year,DSL
2,29.05,44.75,Month-to-month,DSL
54,79.5,4370.25,Month-to-month,Fiber optic
1,49.9,49.9,Month-to-month,DSL
27,20.05,552.9,One year,No
12,20.4,266.6,Month-to-month,No
11,70.2,834.7,Month-to-month,Fiber optic
25,35.05,844.45,Two year,DSL
3,19.45,69.25,One year,No
2,80.2,181.1,Month-to-month,Fiber optic
13,19.55,265.3,Two year,No
25,98.5,2514.5,Month-to-month,Fiber optic
10,80.7,788.8,Month-to-month,Fiber optic
67,109.9,7332.4,One year,Fiber optic
72,90.95,6652.45,Two year,DSL
9,20.15,238.15,Month-to-month,No
50,70.35,3454.6,Month-to-month,DSL
16,100.0,1534.75,Month-to-month,Fiber optic
12,85.15,979.05,One year,Fiber optic
9,75.2,633.85,Month-to-month,Fiber optic
35,19.25,677.9,Two year,No
20,76.0,1588.75,One year,DSL
13,54.45,706.85,Month-to-month,DSL
9,103.1,970.45,Month-to-month,Fiber optic
65,19.9,1292.6,Two year,No
41,24.85,962.25,One year,No
58,102.1,5885.4,Month-to-month,Fiber optic
12,74.75,827.05,Month-to-month,DSL
21,44.95,926.25,Month-to-month,DSL
1,80.2,80.2,Month-to-month,Fiber optic
1,20.05,20.05,Month-to-month,No
13,20.0,268.45,Two year,No
1,44.05,44.05,Month-to-month,DSL
11,65.15,723.35,Month-to-month,DSL
66,103.15,7031.3,One year,Fiber optic
58,110.65,6526.65,One year,Fiber optic
1,90.85,90.85,Month-to-month,Fiber optic
31,21.0,697.7,Two year,No
1,19.9,19.9,Month-to-month,No
15,20.05,284.3,Month-to-month,No
6,48.8,297.35,Month-to-month,DSL
63,25.25,1559.3,Two year,No
71,69.2,4982.5,One year,DSL
1,45.05,45.05,Month-to-month,DSL
17,70.4,1214.05,Month-to-month,Fiber optic
3,45.45,141.7,Month-to-month,DSL
1,20.25,20.25,Month-to-month,No
62,24.4,1413,Two year,No
53,99.5,5424.25,Two year,Fiber optic
16,73.25,1195.75,Month-to-month,Fiber optic
72,64.95,4546,Two year,DSL
10,36.25,374,Month-to-month,DSL
19,20.2,387.4,Two year,No
35,19.85,739.35,Two year,No
13,95.05,1290,Month-to-month,Fiber optic
2,24.35,41.85,Month-to-month,DSL
15,89.0,1288.3,Month-to-month,Fiber optic
10,20.55,252.75,Month-to-month,No
12,45.9,505.95,Month-to-month,DSL
31,90.7,2835.5,One year,Fiber optic
44,88.4,3912.9,One year,Fiber optic
18,85.2,1553.9,Month-to-month,Fiber optic
43,75.2,3254.35,Two year,DSL
15,101.25,1457.25,Month-to-month,Fiber optic
15,75.35,1114.55,Month-to-month,Fiber optic
1,24.8,24.8,Month-to-month,DSL
45,25.9,1216.6,One year,No
47,19.65,973.1,Two year,No
29,58.75,1696.2,One year,DSL
48,79.65,3870.3,Two year,DSL
8,20.0,141.6,Two year,No
62,105.5,6487.2,Month-to-month,Fiber optic
66,25.3,1673.8,Two year,No
3,20.0,63.6,Month-to-month,No
32,109.55,3608,One year,Fiber optic
16,39.0,679.85,Month-to-month,DSL
40,105.95,4335.2,One year,Fiber optic
8,20.25,174.65,Two year,No
4,58.5,224.85,Month-to-month,DSL
70,79.25,5731.85,Two year,DSL
1,25.3,25.3,Month-to-month,DSL
68,107.7,7320.9,Month-to-month,Fiber optic
44,54.3,2317.1,One year,DSL
7,62.8,418.3,Month-to-month,DSL
71,89.85,6293.45,Two year,DSL
43,77.85,3365.85,Month-to-month,Fiber optic
13,104.15,1299.1,One year,Fiber optic
67,24.65,1620.45,Two year,No
1,19.75,19.75,Month-to-month,No
46,20.2,845.6,One year,No
66,102.45,6615.15,One year,Fiber optic
40,74.55,3015.75,Month-to-month,DSL
67,94.35,6341.45,One year,Fiber optic
35,25.75,882.55,Month-to-month,No
39,80.0,3182.95,One year,DSL
1,70.4,70.4,Month-to-month,Fiber optic
63,19.15,1177.05,Two year,No
1,48.95,48.95,Month-to-month,DSL
1,85.0,85,Month-to-month,Fiber optic
10,20.0,185.4,Month-to-month,No
1,74.95,74.95,Month-to-month,Fiber optic
64,92.85,5980.75,One year,Fiber optic
16,20.1,318.6,One year,No
71,80.45,5662.25,Two year,DSL
10,95.2,930.4,Month-to-month,Fiber optic
23,104.45,2184.85,Month-to-month,Fiber optic
1,85.45,85.45,Month-to-month,Fiber optic
26,51.55,1295.4,One year,DSL
54,84.4,4484.05,One year,Fiber optic
7,79.65,604.7,Month-to-month,Fiber optic
5,19.25,86.05,Month-to-month,No
36,97.35,3457.9,Month-to-month,Fiber optic
10,86.45,830.85,Month-to-month,Fiber optic
3,23.6,89.05,Month-to-month,No
5,67.95,350.3,Month-to-month,DSL
51,93.8,4750.95,Month-to-month,Fiber optic
12,19.45,246.25,Month-to-month,No
33,79.95,2684.85,One year,Fiber optic
30,48.8,1536.75,Month-to-month,DSL
71,115.15,8078.1,Two year,Fiber optic
1,69.25,69.25,Month-to-month,Fiber optic
2,70.4,147.15,Month-to-month,Fiber optic
13,19.95,243.65,Two year,No
18,85.6,1601.5,Month-to-month,Fiber optic
66,45.55,3027.25,One year,DSL
67,25.25,1733.15,Two year,No
8,25.25,186.3,Month-to-month,DSL
3,80.3,250.05,Month-to-month,Fiber optic
37,24.1,861.85,Two year,No
69,109.95,7634.25,Two year,Fiber optic
51,23.95,1216.35,One year,No
6,18.95,110.15,Month-to-month,No
30,20.7,587.1,One year,No
70,24.05,1764.75,Two year,No
59,86.75,5186,Two year,DSL
42,79.35,3344.1,Month-to-month,Fiber optic
1,19.65,19.65,Month-to-month,No
3,18.8,56,Month-to-month,No
2,95.65,167.3,Month-to-month,Fiber optic
13,19.75,246.7,Two year,No
22,49.8,1049.05,Month-to-month,DSL
53,111.8,5809.75,One year,Fiber optic
44,94.4,4295.35,One year,Fiber optic
72,115.8,8424.9,Two year,Fiber optic
70,114.3,8244.3,Two year,Fiber optic
1,19.75,19.75,Month-to-month,No
7,61.4,438.9,Month-to-month,DSL
72,112.4,8046.85,Two year,Fiber optic
4,78.9,299.75,Month-to-month,Fiber optic
11,99.55,1131.2,Month-to-month,Fiber optic
22,83.3,1845.9,Month-to-month,Fiber optic
60,100.5,6029,One year,Fiber optic
26,87.15,2274.1,One year,Fiber optic
37,98.8,3475.55,Month-to-month,Fiber optic
6,109.9,669.45,Month-to-month,Fiber optic
36,84.75,3050.15,Month-to-month,Fiber optic
72,69.65,4908.25,Two year,DSL
63,110.1,6705.7,Two year,Fiber optic
27,19.7,509.3,Two year,No
2,55.05,102.75,Month-to-month,DSL
35,33.45,1175.85,Month-to-month,DSL
15,19.65,270.6,One year,No
13,74.3,940.35,Month-to-month,Fiber optic
65,94.4,6126.15,Month-to-month,Fiber optic
